date,org,title,researcher,link,source
2026-04-15,上海证券,计算机行业周报：大模型创新仍在加速，推动AI推理需求爆发,章锋,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604151821223438,recent_ai_quant_report_index
2026-04-15,华鑫证券,计算机行业周报：Claude Mythos Preview正式发布，HermesAgent引爆开源社区,任春阳,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604151821221000,recent_ai_quant_report_index
2026-04-14,万联证券,计算机行业跟踪报告：AI大模型争相迭代，Anthropic称ARR突破300亿美元,夏清莹,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604141821170585,recent_ai_quant_report_index
2026-04-13,国信证券,人工智能周报（26年第15周）：腾讯QClaw正式开启公测，小米推出三款面向Agent时代的大模型,"张伦可,陈淑媛,王颖婕,刘子谭,张昊晨",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604131821149821,recent_ai_quant_report_index
2026-04-13,开源证券,海外科技行业周报：模型迭代节奏仍然快速，Hermes Agent提供新的智能体思路,"初敏,杨哲",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604131821144423,recent_ai_quant_report_index
2026-04-13,华源证券,人形机器人产业周报：智元物理AI全栈升级，具身大模型开始竞逐,赵梦妮,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604131821148909,recent_ai_quant_report_index
2026-04-12,开源证券,通信行业周报：Lumentum短期产能售罄，国产大模型连创佳绩，AI势如破竹,"蒋颖,杜致远,杨昕东",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604121821140105,recent_ai_quant_report_index
2026-04-10,金元证券,计算机行业点评报告：Anthropic发布Managed Agents，头部大模型公司入局Agent Infra,周强,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605221822678034,recent_ai_quant_report_index
2026-04-03,中邮证券,传媒：AI Agent加速短剧供给侧扩容，看好IP、平台方价值持续提升,王晓萱,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604031821013968,recent_ai_quant_report_index
2026-04-01,华鑫证券,计算机行业点评报告：GitLab：基本盘维持稳健，Duo Agent Platform与混合定价打开长期增量空间,"任春阳,谢孟津",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604011820936396,recent_ai_quant_report_index
2026-04-01,华鑫证券,计算机行业点评报告：Salesforce（CRM.N）：Agentforce与数据云开始贡献增量，平台化销售继续推高收入质量,"任春阳,谢孟津",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604011820937562,recent_ai_quant_report_index
2026-03-31,华鑫证券,计算机行业点评报告：OpenAI发布GPT-5.4，原生计算机能力开启AI专业级应用新阶段,"任春阳,谢孟津",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603311820892297,recent_ai_quant_report_index
2026-03-30,金融街证券,智能科技行业2月报：“龙虾”生态爆火推动行业格局重构，AI Agent产业链持续受益,徐娜,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603301820874617,recent_ai_quant_report_index
2026-03-30,金融街证券,行业轮动ETF策略周报,"张一,李杜",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=x9pIQofGzI9LIaB0HSp91gb9Vq7xm4NH0hlo1FggjDA%3D,recent_ai_quant_report_index
2026-03-30,万联证券,计算机行业跟踪报告：“Token”中文名确定为“词元”，关注“词元经济”和AI大模型的商业化路径,夏清莹,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603301820875510,recent_ai_quant_report_index
2026-03-30,金融街证券,大类资产策略研究（二）：全天候策略研究：基于境内ETF的多资产配置实践,"张一,柯岩",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=x9pIQofGzI9LIaB0HSp91lGi7H4fewiAWrWEp9OMuHg%3D,recent_ai_quant_report_index
2026-03-30,太平洋,传媒互联网行业点评：Claude更新功能向Agent演进，OpenAI关停Sora,"郑磊,李林卉",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603301820876647,recent_ai_quant_report_index
2026-03-29,国金证券,计算机行业研究：再一次谈自定义Agent,刘高畅,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603291820837408,recent_ai_quant_report_index
2026-03-26,沙利文公司,2026年中国智能体市场洞察：侵入式Agent产业治理白皮书,,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603261820773453,recent_ai_quant_report_index
2026-03-26,华鑫证券,计算机行业周报：GPT-5.4mini与nano轻量登场，SkyReels-V4登顶全球AI视频大模型榜首,任春阳,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603261820757819,recent_ai_quant_report_index
2026-03-24,万联证券,通信行业跟踪报告：GTC及OFC 2026聚焦AI算力、Token、Agent以及超大规模AI数据中心的互连需求,夏清莹,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603241820722245,recent_ai_quant_report_index
2026-03-24,爱建证券,电子行业专题报告：OpenClaw赋能AI Agent新范式,"许亮,朱俊宇",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603241820721473,recent_ai_quant_report_index
2026-03-20,联储证券,AI Agent范式升级：从OpenClaw看产业链增长机遇,王竞萱,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603201820675193,recent_ai_quant_report_index
2026-03-16,东海证券,电子行业周报：OpenClaw引发Agent热潮，推理Token需求拉动算力增长,方霁,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603161820578951,recent_ai_quant_report_index
2026-03-16,东吴证券,策略周评：Openclaw加速推动Agent落地,"陈刚,谢立昕",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ivGavoqmU0N6YSeJK0gsmlabHeBZyMaVEkgotO%2BhKu0%3D,recent_ai_quant_report_index
2026-03-16,开源证券,电子行业点评报告：OpenClaw热潮加速端侧Agent渗透，推理算力需求激增,"陈蓉芳,陈瑜熙,张威震",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603161820572634,recent_ai_quant_report_index
2026-03-12,国新证券股份,计算机行业周报：OpenAI发布最新模型GPT-5.4,钟哲元,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603121820506373,recent_ai_quant_report_index
2026-03-10,华鑫证券,半导体行业周报：半导体产业链景气度结构性攀升，Agentic AI带动CPU价值重估,何鹏程,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603101820436373,recent_ai_quant_report_index
2026-03-10,华鑫证券,计算机行业周报：GPT-5.4开启智能体新纪元，REDSearcher框架实现深度搜索Agent技术突破,任春阳,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603101820436379,recent_ai_quant_report_index
2026-03-10,金元证券,计算机行业周评：AI进入“Agent时代”,周强,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603101820453944,recent_ai_quant_report_index
2026-03-09,开源证券,海外行业周报：AI应用向Agent进化，Robotaxi市场化进程提速,"初敏,荀月,杨哲",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603091820403487,recent_ai_quant_report_index
2026-03-09,中银证券,计算机行业“一周解码”：OpenClaw带领AI步入“实用Agent”时代,"杨思睿,郑静文",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603091820408308,recent_ai_quant_report_index
2026-03-09,中邮证券,计算机：OpenAI发布GPT 5.4再登王者之位，Agent能力再上台阶,"李佩京,王思",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603091820411027,recent_ai_quant_report_index
2026-03-08,国金证券,计算机：GPT-5.4：执行型AI加速落地，OpenClaw绝佳搭档,刘高畅,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603081820390974,recent_ai_quant_report_index
2026-03-08,开源证券,电子行业周报：存储高景气度逐步向上游扩散，OpenClaw登顶GitHub开启端侧AIAgent新形态,"陈蓉芳,向俊儒",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603081820389005,recent_ai_quant_report_index
2026-03-05,东吴证券,房地产行业深度报告：基于量化分析与大模型的房地产股票AI选股系统,"姜好幸,刘汪",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603051820297405,recent_ai_quant_report_index
2026-03-04,华鑫证券,计算机行业周报：OpenClaw推动AI迈入Agent时代，NanoBanana2重塑图像生成格局,任春阳,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603041820254315,recent_ai_quant_report_index
2026-03-03,国信证券,互联网行业2026年3月投资策略：观察Agent对互联网生态流量和用户的影响，优选领先大模型厂商和算力供应链,"张伦可,陈淑媛,王颖婕,刘子谭,张昊晨",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603031820214091,recent_ai_quant_report_index
2026-03-03,国信证券,传媒互联网周报：DeepSeek V4将发布，持续看好AI应用,"张衡,熊莉,陈瑶蓉",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603031820228875,recent_ai_quant_report_index
2026-03-03,万联证券,计算机行业跟踪报告：国产AI大模型使用量大幅增长，关注AI产业的生态构建和数据基础设施建设,夏清莹,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603031820234227,recent_ai_quant_report_index
2026-03-02,国信证券,AI赋能资产配置（三十七）：AI+Deep Research: ESG投研自动化解决方案,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=xaPE959pU87MWNSCxuLFL4mykYMRaMOimzt6rKrWuZ4%3D,recent_ai_quant_report_index
2026-03-01,开源证券,通信行业周报：英伟达业绩亮眼，DeepSeek新突破，重视全球AI共振,"蒋颖,杜致远",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603011820157992,recent_ai_quant_report_index
2026-02-24,中航证券,AI医疗2月月报：AI药物发现提速，国产医疗大模型彰显国际竞争力,李蔚,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602241819995547,recent_ai_quant_report_index
2026-02-24,中银证券,AI行业点评：大模型演进路径逐渐清晰，算力或供不应求,"苏凌瑶,周世辉,茅珈恺",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602241819996626,recent_ai_quant_report_index
2026-02-24,开源证券,电子行业点评报告：海内外大模型密集更新，推动AI算力需求持续增长,"陈蓉芳,张威震",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602231819984093,recent_ai_quant_report_index
2026-02-23,开源证券,海外AI行业周报：春节成为C端AI全民普及拐点，国产大模型跻身全球第一梯队,"初敏,杨哲,荀月",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602231819981353,recent_ai_quant_report_index
2026-02-22,深圳来觅数据信息科技,RimeData周报：Seedance 2.0发布突破音画同步瓶颈，OpenClaw安全合作启动暴露Agent治理缺口,,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=tJcSnfpJq0g4B2iySjXZr77r3L2vHU08%2FiIuPSXuFG4%3D,recent_ai_quant_report_index
2026-02-21,国新证券股份,计算机：OpenClaw带动AI Agent渗透提速,钟哲元,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602211819975835,recent_ai_quant_report_index
2026-02-13,国信证券,传媒行业2月投资策略：大模型能力与大厂AI应用加速，持续看好AI应用与IP潮玩机会,"张衡,陈瑶蓉",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602131819926222,recent_ai_quant_report_index
2026-02-13,头豹研究院,金融智能体：从大模型到智能体，AI如何重构金融服务生态？,"袁栩聪,付淑芳",https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602131819924935,recent_ai_quant_report_index
2026-02-08,东吴证券,策略周评：Claude Opus 4.6开启多Agent协作模式,"陈刚,谢立昕",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=laLmyrxo1oSiGrVFb48kwNB9hRmOy4FTrUACE80WZMM%3D,recent_ai_quant_report_index
2026-01-30,中银证券,策略点评：Moltbot催化AI agent产业链投资机会,"王君,高天然",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Vbzdc53JbV6%2FGPJE8j%2FCmmEDxv1%2BpUy4%2FDYGN7CbgKs%3D,recent_ai_quant_report_index
2026-01-29,国信证券,AI赋能资产配置（三十六）：更高、更快、更强！AI技术分析进化论,"陈凯畅,王开",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=vQBx8EoWSH5B8Z9rNTdBqGZ1xPm8Gw1ENU5mznLxTFE%3D,recent_ai_quant_report_index
2026-01-27,国信证券,AI赋能资产配置（三十五）：用AI来“接管”投资时钟,王开,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ti0C8157FPcX743pDeeMGC1%2Fzh7hHb563RN4dpG3mO4%3D,recent_ai_quant_report_index
