"qType","date","org","title","researcher","link"
"1","2026-06-04","上海证券","计算机行业周报：大模型持续迭代，国产AI芯片迎来突破","章锋,杨佳伟","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202606041823237077"
"1","2026-06-02","华鑫证券","计算机行业周报：Claude Opus 4.8发布，小米MiMo大模型API永久降价","任春阳","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202606021823160994"
"1","2026-06-01","万联证券","计算机行业跟踪报告：关注海内外AI大模型迭代升级和AI应用商用化落地","夏清莹","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202606011823129115"
"1","2026-06-01","头豹研究院","中国金融大模型落地应用探析：智能金融，赋能未来","陈庆民","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202606011823133810"
"1","2026-05-31","国金证券","Web3行业研究：链上代币化趋势持续加强，AI Agent开启链上交易","王倩雯,樊志远","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605311823107101"
"1","2026-05-29","头豹研究院","中国端侧大模型行业研究：算力优化与效率革命如何重塑行业生态","王利华","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605291823028276"
"1","2026-05-29","国信证券","互联网：被低估的CPU与爆发的Agent时代：全球服务器CPU市场规模测算和趋势分析","张伦可,刘子谭","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605291822987579"
"2","2026-05-28","解数咨询","OPC创业指南：一个人+N个Agent，把公司开起来","","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=rmuxYk%2F8kah%2BEc3RizjA1DIX1iUbcIma%2F2kEaq9fL94%3D"
"1","2026-05-27","国信证券","传媒互联网行业周报：Agent平台竞争加剧，关注AI应用板块机会","张衡,熊莉,陈瑶蓉","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605271822912916"
"1","2026-05-25","开源证券","计算机行业周报-周观点：发改委指导国产大模型适配国产芯片，继续重视国产算力","刘逍遥","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605251822845137"
"1","2026-05-24","东吴证券","电子行业点评报告：国产算力周跟踪：DeepSeek降价推动AI应用，行业龙头继续明确Agent时代CPU核心地位","陈海进,李雅文","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605241822840931"
"2","2026-05-23","深圳来觅数据信息科技","【RimeData周报】大模型资本化破局与具身智能产业资本加速入场","","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=oTnALw0IwKnLe5aAuNhqSd4RURiWSdkamrEo5avmKrI%3D"
"2","2026-05-23","深圳来觅数据信息科技","【RimeData周报】600亿美元锁定Cursor、GPT-5.5上线、DeepSeek V4发布：AI产业本周三连击","","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=oTnALw0IwKnLe5aAuNhqSXS9r5XJqXKRyB3UMe1Pe3I%3D"
"1","2026-05-20","国信证券","人工智能周报（26年第20周）：腾讯Hy3 preview上线两周Token调用量增长10倍，百度发布文心大模型5.1","张伦可,陈淑媛,王颖婕,刘子谭,张昊晨","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605201822473543"
"1","2026-05-20","开源证券","计算机行业2026年中期投资策略：大模型商业化落地加速，国产算力强势崛起","刘逍遥","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605201822477696"
"1","2026-05-20","国信证券","传媒互联网周报：国产Agent迭代迅速，关注AI应用底部轮动机会","张衡,熊莉,陈瑶蓉","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605201822498903"
"1","2026-05-19","华鑫证券","计算机行业周报：OpenAI推出ChatGPT个人理财功能，GPT-5.5首破测试ProgramBench","任春阳","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605191822432599"
"1","2026-05-19","头豹研究院","2025年金融智能体行业：智能体AI Agent的创新和应用","袁栩聪,徐小雅","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605191822452869"
"1","2026-05-18","华源证券","计算机行业点评报告：长程Agent的入口争夺","宁柯瑜","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605181822390949"
"1","2026-05-18","万联证券","计算机行业跟踪报告：关注我国AI大模型的垂直领域能力升级及商用化进程提速","夏清莹","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605181822398255"
"1","2026-05-17","金元证券","传媒互联网行业周度点评报告：国产大模型持续突破，关注五一及暑期档电影市场表现","李景星,谭景文","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605171822383890"
"1","2026-05-14","爱建证券","电子行业专题报告：DeepSeek V4发布，国产算力乘风起航","许亮,朱俊宇","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605141822321825"
"1","2026-05-14","增长黑盒","2026中国OpenClaw生态现状：用户及企业应用调研报告-人类与AI Agent如何共同进化？","","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605141822320153"
"1","2026-05-13","国元证券","传媒互联网行业周报：豆包测试增值付费服务，ChatGPT上线广告主平台","李典","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605131822267665"
"1","2026-05-13","华鑫证券","计算机行业周报：OpenAI发布GPT-5.5 Instant，火山引擎推出Doubao-Seed-2.0-lite","任春阳","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605131822276519"
"1","2026-05-12","中山证券","电子行业周报：DeepSeek-V4模型预览版正式上线","葛淼","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605111822174571"
"1","2026-05-12","中银证券","计算机行业“一周解码”：豆包开启付费订阅测试，Anthropic发力C端，大模型商业化加速中","郑静文","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605121822200188"
"1","2026-05-08","头豹研究院","中国大模型行业应用研究：大模型引领智能时代 助力各行业全面升级","陈庆民","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605081822079730"
"2","2026-05-08","中银证券","策略点评：大模型付费催化AI应用商业化","王君,高天然","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Vzxb5dV9nZa96IsXVdMsLnPJ0MXHGAP3Yf58twspezY%3D"
"1","2026-05-07","国信证券","传媒互联网行业周报：国产Agent和多模态模型持续突破，五一档票房超过7亿","张衡,熊莉,陈瑶蓉","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605071822032785"
"1","2026-05-06","开源证券","传媒行业周报：国产模型商业化提速，布局大模型/AI漫剧/算力租赁","方光照","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605061821982012"
"1","2026-05-06","国信证券","传媒互联网行业周报：DeepSeek-V4和GPT-5.5发布，关注五一档票房表现","张衡,熊莉,陈瑶蓉","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605061821996532"
"1","2026-04-29","头豹研究院","AI变革行业创新发展：中外大模型发展探析","常乔雨","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604291821765437"
"1","2026-04-28","国元证券","传媒互联网行业周报：DeepSeek-V4发布，大模型密集迭代","李典","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604281821673886"
"1","2026-04-28","国信证券","人工智能行业周报（26年第17周）：OpenAI发布GPT 5.5，DeepSeek V4上线","张伦可,陈淑媛,王颖婕,刘子谭,张昊晨","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604281821693255"
"1","2026-04-28","华鑫证券","AI算力行业周报：谷歌发布新一代TPU，OpenAI发布GPT-5.5","庄宇,张璐,何鹏程,石俊烨","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604281821660575"
"1","2026-04-28","华鑫证券","计算机行业周报：OpenAI发布GPT-5.5旗舰大模型，DeepSeekV4发布","任春阳","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604281821652527"
"1","2026-04-28","上海证券","计算机行业周报-DeepSeek-V4发布：国产AI的“临界点”与“新范式”","章锋","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604281821659756"
"1","2026-04-27","开源证券","科技行业周报：DeepSeek V4有望为AI行业带来系统性革新，政策助力数据资产化发展","初敏,杨哲","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604271821596412"
"2","2026-04-27","东吴证券","策略周评：OpenAI发布GPT-5.5","陈刚,谢立昕","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=I0G8zgsN1iSKizHA2BNZ6AgFrh6BxsPerLmkR%2BNT7VI%3D"
"1","2026-04-27","国元证券","计算机行业周报：板块小幅下跌，DeepSeek-V4预览版上线","耿军军","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604271821598929"
"1","2026-04-27","东莞证券","半导体行业双周报：DeepSeek V4深度适配国产生态","刘梦麟","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604271821606280"
"1","2026-04-27","国信证券","DeepSeek V4发布点评：百万上下文进入普惠时代，国产算力成功适配需求爆发将至","张伦可,陈淑媛,张昊晨","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604271821597770"
"1","2026-04-27","信达证券","电子行业周报：Agent加速CPU短缺，产能吃紧或推动价格进一步提升","莫文宇,郭一江,杨宇轩,王义夫","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604271821595585"
"1","2026-04-27","开源证券","传媒行业周报：关注游戏板块旺季效应及国产大模型继续迭代","方光照","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604271821596406"
"1","2026-04-27","国金证券","AI周观察：国内外大模型密集发布，特斯拉汽车业务有所改善","刘道明,黄晓军","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604271821633971"
"1","2026-04-27","爱建证券","电子行业周报：DeepSeek发布并同步开源V4大模型","许亮,朱俊宇","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604271821626708"
"1","2026-04-27","万联证券","电子行业跟踪报告：DeepSeek V4正式发布，华为昇腾超节点系列产品全面支持","夏清莹,陈达","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604271821626278"
"1","2026-04-27","万联证券","计算机行业跟踪报告：DeepSeek-V4模型预览版正式上线并同步开源，海内外大模型厂商纷纷提质降价","夏清莹","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604271821626524"
"1","2026-04-26","开源证券","计算机行业周报-周观点：DeepSeek-V4开启百万上下文普惠时代，关注国产算力机遇","刘逍遥","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604261821593957"
"1","2026-04-26","华源证券","传媒互联网行业周报：DeepSeek V4推出，腾讯发布Hy3 preview推动混元重建","陈良栋,陈逸凡,周政宇,许孟婕","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604261821594090"
"1","2026-04-26","国信证券","计算机：DeepSeek-V4点评-多层面技术提升训练规模，超长上下文进入普惠时代","熊莉","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604261821594022"
"1","2026-04-26","东吴证券","计算机行业点评报告：Agent时代CPU迎来重新定位，国产CPU有望量价齐升","王紫敬","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604261821593594"
"1","2026-04-26","国金证券","通信行业研究：谷歌Next大会顺利举办，Deepseek发布V4大模型","张真桢","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604261821593473"
"1","2026-04-26","东吴证券","电子行业点评报告：国产算力周跟踪：DeepSeek-V4有望打开国产算力增长新空间，Intel财报指引CPU产业链持续景气","陈海进,李雅文","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604261821593866"
"1","2026-04-26","国金证券","计算机行业周报：DeepSeek V4发布，国产算力加速","李可夫,刘高畅","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604261821592920"
"1","2026-04-26","中银证券","电子：DeepSeek V4系列发布-DeepSeek V4系列协同华为昇腾，重新定义高性能模型性价比时代","苏凌瑶,茅珈恺","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604261821586618"
"2","2026-04-22","国金证券","行业轮动双周度跟踪：边际增持非银金融、环保和基础化工","高鹤文,冯思诗","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=oJHUkvoF%2BYqNhnlDxd5vJoRy76885fP5j30AORlbDTU%3D"
"1","2026-04-21","东吴证券","公用事业行业跟踪周报：国家能源局推动气象与电力大模型深度耦合，江西有序推动绿电直连发展实施方案","袁理,任逸轩","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604211821375083"
"1","2026-04-20","解数咨询","AI编程行业深度研究报告：从代码补全到智能体（Agent）时代","","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604201821352864"
"1","2026-04-20","万联证券","计算机行业跟踪报告：AI大模型应用能力持续升级，关注词元调用量增长及AI安全的部署需求","夏清莹","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604201821341339"
"1","2026-04-19","国信证券","人工智能行业专题（16）：Agent驱动全球模型厂MaaS收入爆发，国产模型各有优势","张伦可,陈淑媛","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604191821320224"
"1","2026-04-19","国金证券","通信行业周报：中际旭创一季报业绩超预期，DeepSeek寻求融资","张真桢","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604191821322553"
"1","2026-04-15","华源证券","AI应用追寻系列报告（三）：OpenClaw启发AI Agent新阶段：能力跃迁与入口争夺","陈良栋","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604141821200006"
"1","2026-04-15","上海证券","计算机行业周报：大模型创新仍在加速，推动AI推理需求爆发","章锋","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604151821223438"
"1","2026-04-15","华鑫证券","计算机行业周报：Claude Mythos Preview正式发布，HermesAgent引爆开源社区","任春阳","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604151821221000"
"1","2026-04-14","上海证券","电子行业周报：DeepSeek V4全面适配昇腾950PR芯片，苹果折叠屏有望带动产业链增长","李心语","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604141821168035"
"1","2026-04-14","万联证券","计算机行业跟踪报告：AI大模型争相迭代，Anthropic称ARR突破300亿美元","夏清莹","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604141821170585"
"1","2026-04-13","国信证券","人工智能周报（26年第15周）：腾讯QClaw正式开启公测，小米推出三款面向Agent时代的大模型","张伦可,陈淑媛,王颖婕,刘子谭,张昊晨","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604131821149821"
"1","2026-04-13","开源证券","海外科技行业周报：模型迭代节奏仍然快速，Hermes Agent提供新的智能体思路","初敏,杨哲","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604131821144423"
"1","2026-04-13","华源证券","人形机器人产业周报：智元物理AI全栈升级，具身大模型开始竞逐","赵梦妮","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604131821148909"
"1","2026-04-13","开源证券","传媒行业周报：大模型商业化或加速，关注游戏一季报及重磅新游","方光照","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604131821144306"
"1","2026-04-12","东吴证券","汽车零部件&机器人主线周报：优必选“牵手”德马，智元发布新一代基座大模型Go-2","黄细里,郭雨蒙","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604121821141135"
"1","2026-04-12","开源证券","通信行业周报：Lumentum短期产能售罄，国产大模型连创佳绩，AI势如破竹","蒋颖,杜致远,杨昕东","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604121821140105"
"1","2026-04-10","金元证券","计算机行业点评报告：Anthropic发布Managed Agents，头部大模型公司入局Agent Infra","周强","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605221822678034"
"1","2026-04-07","开源证券","海外行业周报：ChatGPT用户增长放缓，外卖竞争有望边际改善","初敏,荀月","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604071821035728"
"2","2026-04-05","深圳来觅数据信息科技","RimeData周报：开源大模型端侧竞争深化，高端制造业凸显耐心资本 2026年第13周","","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=pT2ZL8Zs9%2F2VwVBQts02lIsf4GP4jadNY3%2Bo2REmgGg%3D"
"1","2026-04-03","中邮证券","传媒：AI Agent加速短剧供给侧扩容，看好IP、平台方价值持续提升","王晓萱","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604031821013968"
"1","2026-04-01","华鑫证券","计算机行业点评报告：GitLab：基本盘维持稳健，Duo Agent Platform与混合定价打开长期增量空间","任春阳,谢孟津","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604011820936396"
"1","2026-04-01","华鑫证券","计算机行业点评报告：Salesforce（CRM.N）：Agentforce与数据云开始贡献增量，平台化销售继续推高收入质量","任春阳,谢孟津","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202604011820937562"
"1","2026-03-31","华鑫证券","计算机行业点评报告：MiniMax发布M2.7自进化大模型，技术革新再突破","任春阳,谢孟津","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603311820894821"
"1","2026-03-31","华鑫证券","计算机行业点评报告：百度（BIDU.O）：发布文心大模型5.0正式版，商业化前景清晰","任春阳,谢孟津","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603311820892323"
